Compound No.,Mol. Wgt.,Name,Additives,Temperature,CMC,Qual. Mat. Meth.,Method,Authors,Reference,Source,Evaluation,CMC Value 1,CMC Units 1,CMC Value 2,CMC Units 2,CMC Value 3,CMC Units 3
290,328.3,DODECYL PYRIDINIUM BROMIDE,,30,1.21 X10-2 M,BB,SURFACE TENSION LOG PLOT,VENA NAUM,64001,T,L,0.0121,M,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,,30,1.18 X10-2 W,BA,SPECFC CONDCTNCE GRAPH,ADDE TAYL,64050,T,2,0.0118,W,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,,30,1.25 X10-2 M,CA,SPECFC CONDCTNCE GRAPH,MEGU KOND,59024,T,L,0.0125,M,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,,30,1.25 X10-2 M,CG,FOTOMTR SPCTR CHNGE EOSN,MEGU KOND,59024,T,L,0.0125,M,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,,35,1.22 X10-2 W,BA,SPECFC CONDCTNCE GRAPH,ADDE TAYL,64050,T,2,0.0122,W,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,,40,1.28 X10-2 W,BA,SPECFC CONDCTNCE GRAPH,ADDE TAYL,64050,T,3,0.0128,W,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,,45,1.35 X10-2 W,BA,SPECFC CONDCTNCE GRAPH,ADDE TAYL,64050,T,3,0.0135,W,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,,50,1.40 X10-2 W,BA,SPECFC CONDCTNCE GRAPH,ADDE TAYL,64050,T,3,0.014,W,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,,55,1.48 X10-2 W,BA,SPECFC CONDCTNCE GRAPH,ADDE TAYL,64050,T,3,0.0148,W,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,,60,1.54 X10-2 W,BA,SPECFC CONDCTNCE GRAPH,ADDE TAYL,64050,T,3,0.0154,W,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,,65,1.63 X10-2 W,BA,SPECFC CONDCTNCE GRAPH,ADDE TAYL,64050,T,3,0.0163,W,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,,70,1.72 X10-2 W,BA,SPECFC CONDCTNCE GRAPH,ADDE TAYL,64050,T,3,0.0172,W,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,2. E-2 M K BR,25,7.20 X10-3 M,CB,SURFACE TENSION UNSPEC,FORD OTTE,66028,T,L,0.0072,M,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,2. E-2 M K BR,25,7.32 X10-3 M,CC,TURBIDITY PLT LITE SCATR,FORD OTTE,66028,T,3,0.00732,M,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,4. E-2 M K BR,25,4.88 X10-3 M,CC,TURBIDITY PLT LITE SCATR,FORD OTTE,66028,T,3,0.00488,M,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,5. E-2 M K BR,25,4.70 X10-3 M,CB,SURFACE TENSION UNSPEC,FORD OTTE,66028,T,L,0.0047,M,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,6. E-2 M K BR,25,3.96 X10-3 M,CC,TURBIDITY PLT LITE SCATR,FORD OTTE,66028,T,3,0.00396,M,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,8. E-2 M K BR,25,3.36 X10-3 M,CC,TURBIDITY PLT LITE SCATR,FORD OTTE,66028,T,3,0.00336,M,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,1.0 E-1 M K BR,25,2.74 X10-3 M,CC,TURBIDITY PLT LITE SCATR,FORD OTTE,66028,T,L,0.00274,M,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,3.0 E-2 M K BR,30,6.5 X10-3 M,CG,FOTOMTR SPCTR CHNGE EOSN,MEGU KOND,59024,T,L,0.0065,M,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,3.0 E-2 M K I,30,3.5 X10-3 M,CG,FOTOMTR SPCTR CHNGE EOSN,MEGU KOND,59024,T,L,0.0035,M,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,3.0 E-2 M K I03,30,1.04 X10-2 M,CG,FOTOMTR SPCTR CHNGE EOSN,MEGU KOND,59024,T,L,0.0104,M,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,3.0 E-2 M K2 S04,30,7.9 X10-3 M,CG,FOTOMTR SPCTR CHNGE EOSN,MEGU KOND,59024,T,L,0.0079,M,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,6. E-2 M LI BR,25,3.96 X10-3 M,CC,TURBIDITY PLT LITE SCATR,FORD OTTE,66028,T,3,0.00396,M,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,5. E-2 M NA BR,30,3.66 X10-3 M,BB,SURFACE TENSION LOG PLOT,VENA NAUM,64001,TA,L,0.00366,M,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,3.0 E-2 M NA CL,30,9.1 X10-3 M,CG,FOTOMTR SPCTR CHNGE EOSN,MEGU KOND,59024,T,L,0.0091,M,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,6. E-2 M RB BR,25,3.35 X10-3 M,CC,TURBIDITY PLT LITE SCATR,FORD OTTE,66028,T,3,0.00335,M,,,,
290,328.3,DODECYL PYRIDINIUM BROMIDE,E 0 0427,,,,GRAPH DATA NOT RETRIEVED,,,,,,,,,,
291,420.6,TETRADECYL TRIPROPYLAMMONIUM BROMIDE,,30,2.05 X10-3 M,BB,SURFACE TENSION LOG PLOT,VENA NAUM,64001,T,L,0.00205,M,,,,
291,420.6,TETRADECYL TRIPROPYLAMMONIUM BROMIDE,5. E-2 M NA BR,30,2.76 X10-4 M,BB,SURFACE TENSION LOG PLOT,VENA NAUM,64001,TA,L,0.000276,M,,,,
292,448,HEXADECYL TRIPROPYLAMMONIUM BROMIDE,,30,5.7 X10-4 M,BC,SURFACE TENSION LOG PLOT,VENA NAUM,64001,T,L,0.00057,M,,,,
293,310.3,DODECYL DIMETHYL AMINE OXIDE HYDROBROMIDE,1. E-3 M H BR 2. E-1 M NA BR,27,4. X10-2 D 1.2 X10-3 M,BD,TURBIDITY PLT LITE SCATR,HERR,64006,T M,L,0.04,D,0.0012,M,,
293,310.3,DODECYL DIMETHYL AMINE OXIDE HYDROBROMIDE,1. E-3 M H BR 2. E-1 M NA BR,50,7. X10-2 D 2.2 X10-3 M,BD,TURBIDITY PLT LITE SCATR,HERR,64006,T M,L,0.07,D,0.0022,M,,
294,366.5,HEXYL/OXYETHYLENE/6 ALCOHOL HOMOGENEOUS HEAD GROUP,,20,7.4 X10-2 M,BC,SURFACE TENSION LOG PLOT,ELWO FLOR,64049,T,L,0.074,M,,,,
294,366.5,HEXYL/OXYETHYLENE/6 ALCOHOL HOMOGENEOUS HEAD GROUP,,20,7.5 X10-2 M,BE,SURFACE TENSION LOG PLOT,MULL METC,62015,T,L,0.075,M,,,,
294,366.5,HEXYL/OXYETHYLENE/6 ALCOHOL HOMOGENEOUS HEAD GROUP,,25,1.18 X10-1 M,BC,VAPR PRESURE LOWERING,CORK GOOD,64027,L,L,0.118,M,,,,
294,366.5,HEXYL/OXYETHYLENE/6 ALCOHOL HOMOGENEOUS HEAD GROUP,,30,6.5 X10-2 M,BC,SURFACE TENSION LOG PLOT,ELWO FLOR,64049,T,L,0.065,M,,,,
294,366.5,HEXYL/OXYETHYLENE/6 ALCOHOL HOMOGENEOUS HEAD GROUP,,40,5.2 X10-2 M,BC,SURFACE TENSION LOG PLOT,ELWO FLOR,64049,T,L,0.052,M,,,,
294,366.5,HEXYL/OXYETHYLENE/6 ALCOHOL HOMOGENEOUS HEAD GROUP,,45,7.8 X10-2 M,BC,VAPR PRESURE LOWERING,CORK GOOD,64027,L,L,0.078,M,,,,
295,246.2,SODIUM NONYL 1-SULFATE,,20,6.5 X10-2 M,BB,INTERFACIAL TENSION LOGM,V VO,60025,T,L,0.065,M,,,,
295,246.2,SODIUM NONYL 1-SULFATE,,21,1.66 X10 0 D 6.742X10-2 M,BD,REFRACTIVE INDEX,HUIS,64047,T M,L,1.66,D,0.06742,M,,
295,246.2,SODIUM NONYL 1-SULFATE,,21,1.59 X10 0 D 6.458X10-2 M,BB,TURBIDITY PLT LITE SCATR,HUIS,64047,T M,3,1.59,D,0.06458,M,,
295,246.2,SODIUM NONYL 1-SULFATE,,25,1.35 X10 0 D 5.483X10-2 M,DB,REFRACTIVE INDEX,PRIN HERM,56011,T M,L,1.35,D,0.05483,M,,
295,246.2,SODIUM NONYL 1-SULFATE,,25,1.45 X10 0 D 5.889X10-2 M,DB,TURBIDITY PLT LITE SCATR,PRIN HERM,56011,T M,L,1.45,D,0.05889,M,,
295,246.2,SODIUM NONYL 1-SULFATE,1. E-1 K NA CL,20,4.3 X10-2 M,BB,INTERFACIAL TENSION LOGM,V VO,60025,T,L,0.043,M,,,,
295,246.2,SODIUM NONYL 1-SULFATE,3. E-2 M NA CL,21,1.30 X10 0 D .280X10-2 M,BB,TURBIDITY PLT LITE SCATR,HUIS,64047,T M,3,1.3,D,2.8,M,,
295,246.2,SODIUM NONYL 1-SULFATE,1. E-1 M NA CL,21,1.00 X10 0 D .061X10-2 M,BB,TURBIDITY PLT LITE SCATR,HUIS,64047,T M,3,1,D,0.61,M,,
295,246.2,SODIUM NONYL 1-SULFATE,1. E-1 M NA CL,21,1.05 X10 0 D .264X10-2 M,BD,REFRACTIVE INDEX,HUIS,64047,T M,L,1.05,D,2.64,M,,
295,246.2,SODIUM NONYL 1-SULFATE,3. E-1 M NA CL,21,6.3 X10-1 D 2.55 X10-2 M,BB,TURBIDITY PLT LITE SCATR,HUIS,64047,T M,3,0.63,D,0.0255,M,,
295,246.2,SODIUM NONYL 1-SULFATE,7.5 E-2 M NA CL,25,1.2 X10 0 D 4.87 X10-2 M,DC,TURBIDITY PLT LITE SCATR,PRIN HERM,56011,T M,L,1.2,D,0.0487,M,,
296,168.2,POTASSIUM HEPTANOATE,,25,7.5 X10-1 M,BG,UNSPEC SPCTR CHNG PNCN,KLEV,58011,T,L,0.75,M,,,,
296,168.2,POTASSIUM HEPTANOATE,2. E I K OH,25,8.0 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.8,M,,,,
296,168.2,POTASSIUM HEPTANOATE,1. E-5 N PINACYANOL CL (DYE),25,4.5 X10-1 M,DG,FOTOMTR SPCTR CHNGE PNCN,HERZ,52015,T,L,0.45,M,,,,
296,168.2,POTASSIUM HEPTANOATE,2.5 E-5 N PINACYANOL CL (DYE),25,6.70 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52015,T,L,0.67,M,,,,
296,168.2,POTASSIUM HEPTANOATE,2.5 E-5 N PINACYANOL CL (DYE),25,6.70 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.67,M,,,,
296,168.2,POTASSIUM HEPTANOATE,5. E-5 N PINACYANOL CL (DYE),25,7.80 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52015,T,L,0.78,M,,,,
296,168.2,POTASSIUM HEPTANOATE,5. E-5 N PINACYANOL CL (DYE),25,5.5 X10-1 M,DG,FOTOMTR SPCTR CHNGE PNCN,HERZ,52015,T,L,0.55,M,,,,
296,168.2,POTASSIUM HEPTANOATE,5. E-5 N PINACYANOL CL (DYE),25,7.80 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.78,M,,,,
296,168.2,POTASSIUM HEPTANOATE,1. E-4 N PINACYANOL CL (DYE),25,7.80 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52015,T,L,0.78,M,,,,
296,168.2,POTASSIUM HEPTANOATE,0188,25,,,SEE CMPD NMBR IN ADDITV,SHIN,54003,,X,,,,,,
296,168.2,POTASSIUM HEPTANOATE,0188,25,,,SEE CMPD NMBR IN ADDITV,SHIN,54005,,X,,,,,,
296,168.2,POTASSIUM HEPTANOATE,2.5 E-5 N PINACYANOL CL (DYE) 6.6 E-2 M K CL,25,6.62 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.662,M,,,,
296,168.2,POTASSIUM HEPTANOATE,2.5 E-5 N PINACYANOL CL (DYE) 1.54 E-1 M K CL,25,6.17 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.617,M,,,,
296,168.2,POTASSIUM HEPTANOATE,2.5 E-5 N PINACYANOL FL (DYE) 2.89 E-1 M K CL,25,5.77 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.577,M,,,,
296,168.2,POTASSIUM HEPTANOATE,2.5 E-5 N PINACYANOL CL (DYE) 4.07 E-1 M K CL,25,5.43 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.543,M,,,,
296,168.2,POTASSIUM HEPTANOATE,2.5 E-5 N PINACYANOL CL (DYE) 5.22 E-1 M K CL,25,5.22 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.522,M,,,,
296,168.2,POTASSIUM HEPTANOATE,2.5 E-5 N PINACYANOL CL (DYE) 7.28 E-1 M K CL,25,4.85 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.485,M,,,,
296,168.2,POTASSIUM HEPTANOATE,2.5 E-5 N PINACYANOL CL (DYE) 1.08 E 0 M K CL,25,4.30 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.43,M,,,,
296,168.2,POTASSIUM HEPTANOATE,2.5 E-5 N PINACYANOL CL (DYE) 1.50 E 0 M K CL,25,3.74 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.374,M,,,,
296,168.2,POTASSIUM HEPTANOATE,2.5 E-5 N PINACYANOL CL (DYE) 1.79 E 0 M K CL,25,3.35 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.335,M,,,,
296,168.2,POTASSIUM HEPTANOATE,2.5 E-5 N PINACYANOL CL (DYE) 2.00 E 0 M K CL,25,3.07 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.307,M,,,,
296,168.2,POTASSIUM HEPTANOATE,2.5 E-5 N PINACYANOL CL (DYE) 2.28 E 0 M K CL,25,2.85 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.285,M,,,,
296,168.2,POTASSIUM HEPTANOATE,2.5 E-5 N PINACYANOL CL (DYE) 2.45 E 0 M K CL,25,2.63 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.263,M,,,,
296,168.2,POTASSIUM HEPTANOATE,2.5 E-5 N PINACYANOL CL (DYE) 2.64 E 0 M K CL,25,2.47 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.247,M,,,,
296,168.2,POTASSIUM HEPTANOATE,2.5 E-5 N PINACYANOL CL (DYE) 2.76 E 0 M K CL,25,2.30 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.23,M,,,,
296,168.2,POTASSIUM HEPTANOATE,2.5 E-5 N PINACYANOL CL (DYE) 2.91 E 0 M K CL,25,2.18 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.218,M,,,,
296,168.2,POTASSIUM HEPTANOATE,5. E-5 N PINACYANOL CL (DYE) 1.46 E-1 M K CL,25,7.28 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.728,M,,,,
296,168.2,POTASSIUM HEPTANOATE,5. E-5 N PINACYANOL CL (DYE) 3.46 E-1 M K CL,25,6.91 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.691,M,,,,
296,168.2,POTASSIUM HEPTANOATE,5. E-5 N PINACYANOL CL (DYE) 6.33 E-1 M K CL,25,6.33 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.633,M,,,,
296,168.2,POTASSIUM HEPTANOATE,5. E-5 N PINACYANOL CL (DYE) 1.08 E 0 M K CL,25,5.42 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.542,M,,,,
296,168.2,POTASSIUM HEPTANOATE,5. E-5 N PINACYANOL CL (DYE) 1.72 E 0 M K CL,25,4.30 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.43,M,,,,
296,168.2,POTASSIUM HEPTANOATE,5. E-5 N PINACYANOL CL (DYE) 2.38 E 0 M K CL,25,3.40 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.34,M,,,,
296,168.2,POTASSIUM HEPTANOATE,5. E-5 N PINACYANOL CL (DYE) 2.80 E 0 M K CL,25,2.80 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.28,M,,,,
296,168.2,POTASSIUM HEPTANOATE,1.07 E1C 0044 2. EOI K OH,25,7.0 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.7,M,,,,
296,168.2,POTASSIUM HEPTANOATE,1.57 E1C 0044 2. EOI K OH,25,6.6 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.66,M,,,,
296,168.2,POTASSIUM HEPTANOATE,2.50 E1C 0044 2. EOI K OH,25,6.1 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.61,M,,,,
296,168.2,POTASSIUM HEPTANOATE,3.36 0044 2. EOI K OH,25,5.6 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.56,M,,,,
296,168.2,POTASSIUM HEPTANOATE,4.36 E1C 0044 2. EOI K OH,25,5.2 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.52,M,,,,
296,168.2,POTASSIUM HEPTANOATE,5.53 E1 C 0044 2. E O I K OH,25,4.9 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.49,M,,,,
296,168.2,POTASSIUM HEPTANOATE,6.66 E1C 0044 2. E 0 I K OH,25,4.5 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.45,M,,,,
296,168.2,POTASSIUM HEPTANOATE,8.18 E1C 0044 2. E O I K OH,25,4.1 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.41,M,,,,
296,168.2,POTASSIUM HEPTANOATE,2.1 E O C 0090 2. E O I K OH,25,5.9 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.59,M,,,,
296,168.2,POTASSIUM HEPTANOATE,6.0 E O C 0090 2. E O . I K OH,25,4.4 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.44,M,,,,
296,168.2,POTASSIUM HEPTANOATE,1.40 E1C 0090 2. E 0 : I K OH,25,3.1 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.31,M,,,,
296,168.2,POTASSIUM HEPTANOATE,2.88 E1C 0090 2. EOI K OH,25,2.0 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.2,M,,,,
296,168.2,POTASSIUM HEPTANOATE,5.41 E1C 0090 2. EOI K OH,25,1.5 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.15,M,,,,
296,168.2,POTASSIUM HEPTANOATE,1.2 E O C 0091 2. EOI K OH,25,3.8 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.38,M,,,,
296,168.2,POTASSIUM HEPTANOATE,7.3 E O C 0091 2. EOI K OH,25,1.4 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.14,M,,,,
296,168.2,POTASSIUM HEPTANOATE,1.94 E1C 0091 2. EOI K OH,25,8.0 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.08,M,,,,
296,168.2,POTASSIUM HEPTANOATE,3.97 E1C 0091 2. EOI K OH,25,5.6 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.056,M,,,,
296,168.2,POTASSIUM HEPTANOATE,7.02 E1C 0091 2. EO I K OH,25,3.7 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.037,M,,,,
296,168.2,POTASSIUM HEPTANOATE,E 0 0092 2. EOI K OH,25,,,GRAPH DATA NOT RETRIEVED,SHIN,54005,,R,,,,,,
296,168.2,POTASSIUM HEPTANOATE,1.5 EOC 0092 2. E O . K OH,25,8.0 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.08,M,,,,
296,168.2,POTASSIUM HEPTANOATE,5.4 E O C 0092 2. EOI K OH,25,5.1 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.051,M,,,,
296,168.2,POTASSIUM HEPTANOATE,1.42 0092 2. EOI K OH,25,2.8 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.028,M,,,,
296,168.2,POTASSIUM HEPTANOATE,3.34 E 0092 2. EOI K OH,25,1.6 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.016,M,,,,
296,168.2,POTASSIUM HEPTANOATE,8. E-1 C 0297 2. EOI K OH,25,5.3 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.53,M,,,,
296,168.2,POTASSIUM HEPTANOATE,3.1 E O C 0297 2. EOI K OH,25,3.6 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.36,M,,,,
296,168.2,POTASSIUM HEPTANOATE,8.1 E O C 0297 2. EOI K OH,25,2.2 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.22,M,,,,
296,168.2,POTASSIUM HEPTANOATE,1.75 E1C 0297 2. EOI K OH,25,1.4 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.14,M,,,,
296,168.2,POTASSIUM HEPTANOATE,4.05 0297 2. I K OH,25,9.2 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.092,M,,,,
296,168.2,POTASSIUM HEPTANOATE,0188,25,,,SEE CMPD NMBR IN ADDITV,SHIN,54003,,X,,,,,,
297,224.4,POTASSIUM UNDECANOATE,,25,4.92 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52015,T,L,0.0492,M,,,,
297,224.4,POTASSIUM UNDECANOATE,,25,5.0 X10-2 M,BG,UNSPEC SPCTR CHNG PNCN,KLEV,58011,T,L,0.05,M,,,,
297,224.4,POTASSIUM UNDECANOATE,,25,4.92 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0492,M,,,,
297,224.4,POTASSIUM UNDECANOATE,4.8 E-3 M K CL,25,4.78 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0478,M,,,,
297,224.4,POTASSIUM UNDECANOATE,1.44 E-2 M K CL,25,4.56 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0456,M,,,,
297,224.4,POTASSIUM UNDECANOATE,1.87 E-2 M K CL,25,4.37 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0437,M,,,,
297,224.4,POTASSIUM UNDECANOATE,2.73 E-2 M K CL,25,4.09 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0409,M,,,,
297,224.4,POTASSIUM UNDECANOATE,3.86 E-2 M K CL,25,3.86 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0386,M,,,,
297,224.4,POTASSIUM UNDECANOATE,5.34 E-2 M K CL,25,3.56 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0356,M,,,,
297,224.4,POTASSIUM UNDECANOATE,7.64 E-2 M K CL,25,3.27 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0327,M,,,,
297,224.4,POTASSIUM UNDECANOATE,1.03 E-1 M K CL,25,2.94 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0294,M,,,,
297,224.4,POTASSIUM UNDECANOATE,1.33 E-1 M K CL,25,2.66 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0266,M,,,,
297,224.4,POTASSIUM UNDECANOATE,1.69 E-1 M K CL,25,2.42 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0242,M,,,,
297,224.4,POTASSIUM UNDECANOATE,2.16 E-1 M K CL,25,2.16 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0216,M,,,,
297,224.4,POTASSIUM UNDECANOATE,2.87 E-1 M K CL,25,1.91 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0191,M,,,,
297,224.4,POTASSIUM UNDECANOATE,4.03 E-1 M K CL,25,1.61 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0161,M,,,,
297,224.4,POTASSIUM UNDECANOATE,5.06 E-1 M K CL,25,1.45 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0145,M,,,,
297,224.4,POTASSIUM UNDECANOATE,6.42 E-1 M K CL,25,1.28 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0128,M,,,,
297,224.4,POTASSIUM UNDECANOATE,8.30 E-1 M K CL,25,1.11 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0111,M,,,,
297,224.4,POTASSIUM UNDECANOATE,1.01 E O M K CL,25,1.01 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0101,M,,,,
297,224.4,POTASSIUM UNDECANOATE,1.18 E 0 M K CL,25,9.4 X10-3 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0094,M,,,,
297,224.4,POTASSIUM UNDECANOATE,1.35 EOM K CL,25,9.0 X10-3 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.009,M,,,,
297,224.4,POTASSIUM UNDECANOATE,1.52 EOM K CL,25,8.7 X10-3 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0087,M,,,,
297,224.4,POTASSIUM UNDECANOATE,1.70 EOM K CL,25,8.5 X10-3 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0085,M,,,,
297,224.4,POTASSIUM UNDECANOATE,2.01 EOM K CL,25,8.1 X10-3 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0081,M,,,,
297,224.4,POTASSIUM UNDECANOATE,2.22 E 0 M K CL,25,7.4 X10-3 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.0074,M,,,,
297,224.4,POTASSIUM UNDECANOATE,2. E 0 I K OH,25,4.9 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.049,M,,,,
